Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
770,Drew Waters#,25,KCR,19,94,4.95,57,60.6%,22.8%,24.6%,35.1%,17.5%,77.2%,0.0%,46.8%,68.2%,15.8%,5.3%,1,0,15.8%,3,2,10.5%,2,2,2,4,33.3%,0,0,0,waterdr01
771,Austin Wells*,24,NYY,415,1638,3.95,1027,62.7%,21.4%,21.4%,30.4%,26.8%,78.6%,0.0%,49.3%,72.7%,33.7%,5.3%,22,1,15.7%,65,30,8.2%,34,18,16,71,18.4%,0,0,0,wellsau01
772,Joey Wendle*,34,NYM,37,134,3.62,99,73.9%,37.4%,17.2%,18.2%,27.3%,62.6%,0.0%,46.3%,72.6%,24.3%,2.7%,1,0,2.7%,1,0,5.4%,2,0,2,7,22.2%,0,0,0,wendljo01
773,Davis Wendzel,27,TEX,49,170,3.47,120,70.6%,26.7%,19.2%,25.0%,29.2%,73.3%,0.0%,51.8%,73.9%,32.7%,2.0%,1,0,16.3%,8,5,4.1%,2,2,3,9,25.0%,0,0,0,wendzda01
774,Jamie Westbrook,29,BOS,48,200,4.17,125,62.5%,26.4%,24.0%,26.4%,23.2%,73.6%,0.0%,46.0%,67.4%,33.3%,2.1%,1,0,14.6%,7,4,12.5%,6,3,4,10,28.6%,0,0,0,westbja02
775,Jordan Westburg,25,BAL,447,1634,3.66,1088,66.5%,23.4%,22.4%,24.6%,29.5%,76.6%,0.0%,51.0%,70.7%,38.0%,2.2%,10,0,9.8%,44,21,5.6%,25,17,21,76,21.6%,0,0,0,westbjo01
776,Shay Whitcomb,25,HOU,46,181,3.93,113,62.4%,25.7%,13.3%,31.9%,29.2%,74.3%,0.0%,46.4%,82.1%,21.7%,8.7%,4,0,15.2%,7,2,8.7%,4,2,1,7,12.5%,0,0,0,whitcsh01
777,Eli White,30,ATL,42,160,3.81,109,68.1%,28.4%,15.6%,31.2%,24.8%,71.6%,0.0%,48.8%,78.2%,26.2%,0.0%,0,0,2.4%,1,1,0.0%,0,0,6,6,50.0%,0,0,0,whiteel04
778,Joey Wiemer,25,TOT,28,109,3.89,72,66.1%,34.7%,19.4%,22.2%,23.6%,65.3%,0.0%,43.1%,70.2%,35.7%,3.6%,1,0,10.7%,3,1,7.1%,2,1,3,6,33.3%,0,0,0,wiemejo01
779,Joey Wiemer,25,MIL,27,103,3.81,70,68.0%,35.7%,20.0%,20.0%,24.3%,64.3%,0.0%,43.7%,68.9%,33.3%,3.7%,1,0,11.1%,3,1,7.4%,2,1,3,6,33.3%,0,0,0,wiemejo01
780,Joey Wiemer,25,CIN,1,6,6.00,2,33.3%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,33.3%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0,wiemejo01
781,Alika Williams,25,PIT,97,336,3.46,234,69.6%,26.1%,17.1%,26.9%,29.9%,73.9%,0.0%,51.5%,76.9%,37.1%,3.1%,3,0,7.2%,7,3,5.2%,5,4,5,17,22.7%,0,0,0,willial04
782,Luke Williams,27,ATL,52,172,3.31,114,66.3%,21.1%,20.2%,28.9%,29.8%,78.9%,0.0%,52.3%,74.4%,36.5%,1.9%,1,0,13.5%,7,5,3.8%,2,1,1,12,7.7%,0,0,0,willilu01
783,Jacob Wilson,22,OAK,104,349,3.36,232,66.5%,25.4%,9.5%,28.9%,36.2%,74.6%,0.0%,49.6%,87.3%,30.8%,7.7%,8,0,13.5%,14,3,5.8%,6,4,1,9,10.0%,0,0,0,wilsoja05
784,Weston Wilson,29,PHI,99,379,3.83,236,62.3%,26.3%,25.0%,23.3%,25.4%,73.7%,0.0%,45.9%,66.1%,27.3%,5.1%,5,0,12.1%,12,7,8.1%,8,3,5,24,17.2%,0,0,0,wilsowe01
785,Jesse Winker*,30,TOT,509,2063,4.05,1246,60.1%,28.4%,14.0%,31.1%,26.4%,71.5%,0.0%,43.2%,80.3%,34.6%,4.1%,21,1,14.7%,75,30,10.2%,52,27,50,56,47.2%,0,0,0,winkeje01
786,Jesse Winker*,30,WSN,380,1553,4.09,929,59.5%,29.5%,15.0%,30.1%,25.3%,70.4%,0.0%,42.1%,78.6%,33.7%,5.0%,19,1,16.6%,63,24,10.8%,41,22,37,47,44.0%,0,0,0,winkeje01
787,Jesse Winker*,30,NYM,129,510,3.95,317,62.2%,25.2%,11.4%,33.8%,29.7%,74.8%,0.0%,46.5%,84.8%,37.2%,1.6%,2,0,9.3%,12,6,8.5%,11,5,13,9,59.1%,0,0,0,winkeje01
788,Masyn Winn,22,STL,638,2558,4.01,1684,65.7%,28.7%,13.5%,28.9%,28.9%,71.3%,0.0%,47.0%,81.0%,28.1%,4.5%,29,1,14.4%,92,28,9.7%,62,39,17,92,15.6%,0,0,0,winnma01
789,Patrick Wisdom,32,CHC,174,701,4.03,450,64.2%,23.6%,24.0%,30.0%,22.4%,76.4%,0.0%,49.1%,68.6%,35.6%,2.9%,5,4,10.3%,18,9,6.9%,12,7,15,44,25.4%,0,0,0,wisdopa01
790,Brett Wisely*,25,SFG,273,988,3.62,657,66.5%,25.6%,16.7%,28.5%,29.2%,74.4%,0.0%,49.5%,77.5%,33.0%,4.0%,11,0,11.4%,31,13,6.6%,18,10,19,46,29.2%,0,0,0,wiselbr01
791,Bobby Witt Jr.,24,KCR,711,2600,3.66,1689,64.4%,21.3%,17.5%,29.4%,31.9%,78.7%,0.0%,51.2%,77.7%,31.2%,3.2%,23,2,13.8%,98,51,7.3%,52,28,15,91,14.2%,0,0,0,wittbo02
792,Connor Wong,28,BOS,488,1865,3.82,1229,65.8%,21.7%,22.5%,28.4%,27.3%,78.3%,0.0%,51.6%,71.2%,35.0%,2.0%,10,2,8.8%,43,26,5.5%,27,18,24,90,21.1%,0,0,0,wongco01
793,James Wood*,21,WSN,338,1404,4.15,853,60.7%,37.0%,18.6%,21.1%,23.2%,63.0%,0.0%,38.2%,70.4%,23.4%,4.4%,15,5,16.3%,55,23,13.3%,45,15,38,59,39.2%,0,0,0,woodja03
794,Austin Wynns,33,CIN,20,75,3.75,54,72.0%,27.8%,18.5%,27.8%,25.9%,72.2%,0.0%,52.0%,74.4%,30.0%,0.0%,0,0,5.0%,1,1,10.0%,2,1,0,5,0.0%,0,0,0,wynnsau01
795,Eric Yang,26,CIN,1,7,7.00,4,57.1%,0.0%,75.0%,25.0%,0.0%,100.0%,0.0%,57.1%,25.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0,yanger01
796,Mike Yastrzemski*,33,SFG,475,1955,4.12,1217,62.1%,29.2%,18.5%,27.2%,25.1%,70.8%,0.0%,44.1%,73.9%,25.7%,4.8%,23,2,14.3%,68,25,10.9%,52,30,24,100,19.4%,0,0,0,yastrmi01
797,Christian Yelich*,32,MIL,315,1268,4.03,760,59.6%,23.7%,17.6%,30.4%,28.3%,76.3%,0.0%,45.7%,76.9%,24.4%,4.4%,14,3,17.1%,54,28,9.8%,31,15,13,45,22.4%,0,0,0,yelicch01
798,Juan Yepez,26,WSN,252,966,3.83,622,64.3%,22.0%,17.2%,30.4%,30.2%,77.8%,0.0%,50.1%,77.7%,35.3%,4.8%,12,0,12.7%,32,11,10.3%,26,10,8,33,19.5%,0,0,0,yepezju01
799,Nick Yorke,22,PIT,42,174,4.14,110,63.2%,25.5%,23.6%,27.3%,23.6%,74.5%,0.0%,47.1%,68.3%,35.7%,0.0%,0,0,9.5%,4,3,7.1%,3,2,2,10,16.7%,0,0,0,yorkeni01
800,Masataka Yoshida*,30,BOS,422,1593,3.77,1021,64.1%,29.1%,10.4%,28.4%,32.1%,70.9%,0.0%,45.4%,85.4%,18.5%,3.8%,16,0,15.4%,65,27,9.5%,40,19,12,40,23.1%,0,0,0,yoshima02
801,Jacob Young,24,WSN,523,1955,3.74,1283,65.6%,31.6%,13.2%,25.8%,29.4%,68.4%,0.0%,44.9%,80.7%,25.8%,2.7%,14,0,9.4%,49,12,6.7%,35,13,33,69,32.4%,0,0,0,youngja03
802,Seby Zavala,30,SEA,43,171,3.98,115,67.3%,27.0%,27.0%,25.2%,20.9%,73.0%,0.0%,49.1%,63.1%,46.5%,2.3%,1,0,9.3%,4,1,7.0%,3,2,6,10,37.5%,0,0,0,zavalse01
,LgAvg per 600 PA,,,600,2329,3.88,1500,64.2%,25.5%,18.9%,28.4%,27.2%,74.5%,0.0%,48.0%,74.6%,31.9%,3.9%,24,2,12.5%,75,32,8.2%,49,27,32,103,23.9%,0,0,0,-9999
